workload_id,timestamp_s,workload_class,priority,cpu_request,memory_request_gb,network_request_mbps,storage_request_gb,estimated_duration_s,latency_budget_ms,energy_sensitivity,edge_locality,semantic_description,stress_regime
workload-000000,38.99082,TC,3,5.1551,18.3142,239.5292,8.5259,3.05218,317.0351,0.7631,0.1407,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=normal; cpu=5.16; memory_gb=18.31; latency_budget_ms=317.0; energy_sensitivity=0.76; edge_locality=0.14,normal
workload-004509,77941.73896,TX,1,1.3449,5.4984,195.5826,0.2822,0.53788,100.3026,0.3151,0.6279,transactional service requiring stable latency and low jitter; priority=1; regime=energy-scarcity; cpu=1.34; memory_gb=5.50; latency_budget_ms=100.3; energy_sensitivity=0.32; edge_locality=0.63,energy-scarcity
workload-004510,77983.68563,TX,3,1.5094,7.231,459.4904,0.2221,0.26251,75.9264,0.4942,0.5277,transactional service requiring stable latency and low jitter; priority=3; regime=energy-scarcity; cpu=1.51; memory_gb=7.23; latency_budget_ms=75.9; energy_sensitivity=0.49; edge_locality=0.53,energy-scarcity
workload-004511,78005.34452,HB,2,2.9521,7.8038,711.2039,1.0575,1.88157,155.6108,0.6726,0.7439,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=2.95; memory_gb=7.80; latency_budget_ms=155.6; energy_sensitivity=0.67; edge_locality=0.74,energy-scarcity
workload-004512,78045.42588,LS,1,0.7549,5.2575,247.8744,0.8823,0.26096,37.2211,0.618,0.9599,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=energy-scarcity; cpu=0.75; memory_gb=5.26; latency_budget_ms=37.2; energy_sensitivity=0.62; edge_locality=0.96,energy-scarcity
workload-004513,78081.8302,TX,2,3.5781,6.6592,86.227,1.3835,0.68261,87.7802,0.3871,0.3594,transactional service requiring stable latency and low jitter; priority=2; regime=energy-scarcity; cpu=3.58; memory_gb=6.66; latency_budget_ms=87.8; energy_sensitivity=0.39; edge_locality=0.36,energy-scarcity
workload-004514,78127.17616,LS,2,2.8035,1.4756,424.799,1.6082,0.16762,44.2434,0.4298,0.9755,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=2.80; memory_gb=1.48; latency_budget_ms=44.2; energy_sensitivity=0.43; edge_locality=0.98,energy-scarcity
workload-004515,78222.88709,TC,2,6.8997,16.6798,521.315,16.6823,2.76891,237.5538,0.8893,0.2046,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=6.90; memory_gb=16.68; latency_budget_ms=237.6; energy_sensitivity=0.89; edge_locality=0.20,energy-scarcity
workload-004516,78245.98027,HB,2,1.5059,10.2848,488.5785,3.144,2.38687,87.6595,0.4456,0.7326,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=1.51; memory_gb=10.28; latency_budget_ms=87.7; energy_sensitivity=0.45; edge_locality=0.73,energy-scarcity
workload-004517,78263.07304,LS,2,2.3874,5.0501,282.9418,1.1903,0.16972,47.6448,0.5863,0.7979,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=2.39; memory_gb=5.05; latency_budget_ms=47.6; energy_sensitivity=0.59; edge_locality=0.80,energy-scarcity
workload-004518,78265.47192,HB,1,3.8962,6.253,161.7444,5.8747,0.8961,157.4935,0.8313,0.6358,hybrid microservice chain with variable compute and latency demand; priority=1; regime=energy-scarcity; cpu=3.90; memory_gb=6.25; latency_budget_ms=157.5; energy_sensitivity=0.83; edge_locality=0.64,energy-scarcity
workload-004519,78270.05403,TX,2,1.6321,6.0101,165.293,1.2074,0.62807,119.7802,0.3273,0.5641,transactional service requiring stable latency and low jitter; priority=2; regime=energy-scarcity; cpu=1.63; memory_gb=6.01; latency_budget_ms=119.8; energy_sensitivity=0.33; edge_locality=0.56,energy-scarcity
workload-004520,78314.09478,LS,1,0.95,3.2232,123.4912,1.9346,0.17722,52.3525,0.36,0.8255,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=energy-scarcity; cpu=0.95; memory_gb=3.22; latency_budget_ms=52.4; energy_sensitivity=0.36; edge_locality=0.83,energy-scarcity
workload-004521,78327.25361,TX,1,2.3618,4.6963,243.7134,1.0942,0.53888,105.6542,0.2675,0.4591,transactional service requiring stable latency and low jitter; priority=1; regime=energy-scarcity; cpu=2.36; memory_gb=4.70; latency_budget_ms=105.7; energy_sensitivity=0.27; edge_locality=0.46,energy-scarcity
workload-004522,78356.72623,LS,1,0.9304,4.0847,96.8939,0.5531,0.11844,39.2564,0.5869,0.8671,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=energy-scarcity; cpu=0.93; memory_gb=4.08; latency_budget_ms=39.3; energy_sensitivity=0.59; edge_locality=0.87,energy-scarcity
workload-004523,78367.67076,TC,2,6.4545,16.295,228.6645,11.4712,1.02729,255.6438,0.7287,0.329,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=6.45; memory_gb=16.29; latency_budget_ms=255.6; energy_sensitivity=0.73; edge_locality=0.33,energy-scarcity
workload-004524,78381.99612,TC,2,5.5139,10.3042,834.3969,6.1583,3.24599,235.869,0.7722,0.2551,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=5.51; memory_gb=10.30; latency_budget_ms=235.9; energy_sensitivity=0.77; edge_locality=0.26,energy-scarcity
workload-004525,78382.21033,LS,1,1.9365,1.8124,113.0566,1.3997,0.44951,51.876,0.4045,0.886,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=energy-scarcity; cpu=1.94; memory_gb=1.81; latency_budget_ms=51.9; energy_sensitivity=0.40; edge_locality=0.89,energy-scarcity
workload-004526,78386.73372,HB,2,3.4654,7.498,268.8674,6.5026,1.49087,163.2263,0.5885,0.532,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=3.47; memory_gb=7.50; latency_budget_ms=163.2; energy_sensitivity=0.59; edge_locality=0.53,energy-scarcity
workload-004527,78398.42923,HB,2,5.1255,7.335,405.8009,6.241,0.85488,122.8709,0.5648,0.4133,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=5.13; memory_gb=7.34; latency_budget_ms=122.9; energy_sensitivity=0.56; edge_locality=0.41,energy-scarcity
workload-004528,78405.18013,LS,2,2.579,3.0389,235.1868,0.4418,0.16167,45.9922,0.5097,0.7832,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=2.58; memory_gb=3.04; latency_budget_ms=46.0; energy_sensitivity=0.51; edge_locality=0.78,energy-scarcity
workload-004529,78405.72938,TC,3,6.1717,9.8874,152.6178,13.9938,0.98577,290.1055,0.8566,0.1043,throughput-centric batch workload with high compute and energy sensitivity; priority=3; regime=energy-scarcity; cpu=6.17; memory_gb=9.89; latency_budget_ms=290.1; energy_sensitivity=0.86; edge_locality=0.10,energy-scarcity
workload-004530,78435.33962,HB,3,4.1407,10.2133,481.094,1.1902,0.29407,106.8571,0.5092,0.2382,hybrid microservice chain with variable compute and latency demand; priority=3; regime=energy-scarcity; cpu=4.14; memory_gb=10.21; latency_budget_ms=106.9; energy_sensitivity=0.51; edge_locality=0.24,energy-scarcity
workload-004531,78463.5837,HB,3,2.6185,13.8241,760.4938,7.8415,1.07562,91.3303,0.6583,0.5541,hybrid microservice chain with variable compute and latency demand; priority=3; regime=energy-scarcity; cpu=2.62; memory_gb=13.82; latency_budget_ms=91.3; energy_sensitivity=0.66; edge_locality=0.55,energy-scarcity
workload-004532,78481.4606,HB,2,3.0908,5.2869,415.0983,8.952,0.37742,204.5987,0.6055,0.423,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=3.09; memory_gb=5.29; latency_budget_ms=204.6; energy_sensitivity=0.61; edge_locality=0.42,energy-scarcity
workload-004533,78532.20834,HB,3,5.9808,3.4824,806.6239,4.5419,1.6141,220.4842,0.3829,0.7751,hybrid microservice chain with variable compute and latency demand; priority=3; regime=energy-scarcity; cpu=5.98; memory_gb=3.48; latency_budget_ms=220.5; energy_sensitivity=0.38; edge_locality=0.78,energy-scarcity
workload-004534,78550.0741,TX,1,2.127,2.5229,225.8767,0.5765,0.74768,116.3208,0.2334,0.6815,transactional service requiring stable latency and low jitter; priority=1; regime=energy-scarcity; cpu=2.13; memory_gb=2.52; latency_budget_ms=116.3; energy_sensitivity=0.23; edge_locality=0.68,energy-scarcity
workload-004535,78551.63989,TX,2,3.4136,7.2642,309.7407,0.97,0.5195,119.7374,0.4713,0.6804,transactional service requiring stable latency and low jitter; priority=2; regime=energy-scarcity; cpu=3.41; memory_gb=7.26; latency_budget_ms=119.7; energy_sensitivity=0.47; edge_locality=0.68,energy-scarcity
workload-004536,78553.78446,HB,2,4.6413,7.2266,478.2886,9.912,0.55549,217.5937,0.74,0.73,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=4.64; memory_gb=7.23; latency_budget_ms=217.6; energy_sensitivity=0.74; edge_locality=0.73,energy-scarcity
workload-004537,78572.12773,HB,1,5.4203,11.2528,415.4052,9.4927,1.93222,252.4704,0.5328,0.8079,hybrid microservice chain with variable compute and latency demand; priority=1; regime=energy-scarcity; cpu=5.42; memory_gb=11.25; latency_budget_ms=252.5; energy_sensitivity=0.53; edge_locality=0.81,energy-scarcity
workload-004538,78579.13378,TX,2,1.2381,7.2033,135.2764,2.7512,0.58747,102.6215,0.4351,0.6879,transactional service requiring stable latency and low jitter; priority=2; regime=energy-scarcity; cpu=1.24; memory_gb=7.20; latency_budget_ms=102.6; energy_sensitivity=0.44; edge_locality=0.69,energy-scarcity
workload-004539,78620.89976,LS,2,0.6094,3.6251,406.2543,1.9615,0.3552,53.9598,0.36,0.9389,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=0.61; memory_gb=3.63; latency_budget_ms=54.0; energy_sensitivity=0.36; edge_locality=0.94,energy-scarcity
workload-004540,78641.99653,TX,3,1.4379,4.8327,83.2273,0.3047,0.42164,121.2495,0.2662,0.2663,transactional service requiring stable latency and low jitter; priority=3; regime=energy-scarcity; cpu=1.44; memory_gb=4.83; latency_budget_ms=121.2; energy_sensitivity=0.27; edge_locality=0.27,energy-scarcity
workload-004541,78644.28555,HB,2,1.7085,8.9098,139.3283,3.5654,0.73401,145.6689,0.3944,0.663,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=1.71; memory_gb=8.91; latency_budget_ms=145.7; energy_sensitivity=0.39; edge_locality=0.66,energy-scarcity
workload-004542,78652.39148,LS,2,3.1683,0.8799,586.8796,0.6502,0.11654,59.8165,0.3839,0.9948,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=3.17; memory_gb=0.88; latency_budget_ms=59.8; energy_sensitivity=0.38; edge_locality=0.99,energy-scarcity
workload-004543,78665.22975,LS,2,2.9613,2.7617,628.3596,0.8886,0.19921,36.7687,0.4005,0.8806,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=2.96; memory_gb=2.76; latency_budget_ms=36.8; energy_sensitivity=0.40; edge_locality=0.88,energy-scarcity
workload-004544,78675.25377,LS,2,1.8883,4.4487,306.2768,1.5093,0.17101,42.91,0.4535,0.9293,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=1.89; memory_gb=4.45; latency_budget_ms=42.9; energy_sensitivity=0.45; edge_locality=0.93,energy-scarcity
workload-004545,78679.65547,LS,3,1.9737,3.5646,462.8307,0.7131,0.12109,49.5348,0.6258,0.8704,latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=energy-scarcity; cpu=1.97; memory_gb=3.56; latency_budget_ms=49.5; energy_sensitivity=0.63; edge_locality=0.87,energy-scarcity
workload-004546,78680.05507,HB,2,4.5601,4.2715,118.0124,8.6719,1.44152,232.6651,0.8489,0.2473,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=4.56; memory_gb=4.27; latency_budget_ms=232.7; energy_sensitivity=0.85; edge_locality=0.25,energy-scarcity
workload-004547,78691.29791,LS,2,2.0468,4.7751,515.1872,1.5975,0.09169,49.4813,0.4726,0.8009,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=2.05; memory_gb=4.78; latency_budget_ms=49.5; energy_sensitivity=0.47; edge_locality=0.80,energy-scarcity
workload-004548,78724.75252,TC,1,8.1649,4.7807,491.4973,6.0203,2.98997,312.6229,0.8452,0.1685,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=energy-scarcity; cpu=8.16; memory_gb=4.78; latency_budget_ms=312.6; energy_sensitivity=0.85; edge_locality=0.17,energy-scarcity
workload-004549,78736.16932,TX,2,2.8446,1.24,454.221,3.2247,0.14928,78.9046,0.3273,0.4298,transactional service requiring stable latency and low jitter; priority=2; regime=energy-scarcity; cpu=2.84; memory_gb=1.24; latency_budget_ms=78.9; energy_sensitivity=0.33; edge_locality=0.43,energy-scarcity
workload-004550,78769.30968,TX,3,3.1637,3.2946,97.8918,3.3609,0.72256,119.2059,0.3928,0.6716,transactional service requiring stable latency and low jitter; priority=3; regime=energy-scarcity; cpu=3.16; memory_gb=3.29; latency_budget_ms=119.2; energy_sensitivity=0.39; edge_locality=0.67,energy-scarcity
workload-004551,78771.92667,TC,1,5.9823,5.2187,816.2708,10.8257,3.60892,243.3153,0.8629,0.1972,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=energy-scarcity; cpu=5.98; memory_gb=5.22; latency_budget_ms=243.3; energy_sensitivity=0.86; edge_locality=0.20,energy-scarcity
workload-004552,78791.45255,LS,2,3.1542,3.4884,582.1188,1.767,0.3342,42.8981,0.4793,0.7553,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=3.15; memory_gb=3.49; latency_budget_ms=42.9; energy_sensitivity=0.48; edge_locality=0.76,energy-scarcity
workload-004553,78792.06512,HB,3,5.8983,13.2979,266.5576,1.7116,1.53769,182.4824,0.7168,0.5725,hybrid microservice chain with variable compute and latency demand; priority=3; regime=energy-scarcity; cpu=5.90; memory_gb=13.30; latency_budget_ms=182.5; energy_sensitivity=0.72; edge_locality=0.57,energy-scarcity
workload-004554,78792.58224,LS,2,1.3803,3.4122,394.3885,1.0675,0.40236,35.315,0.4358,0.8696,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=1.38; memory_gb=3.41; latency_budget_ms=35.3; energy_sensitivity=0.44; edge_locality=0.87,energy-scarcity
workload-004555,78803.19028,TX,1,3.0949,6.7821,365.5795,0.5224,0.13135,97.8546,0.4967,0.4152,transactional service requiring stable latency and low jitter; priority=1; regime=energy-scarcity; cpu=3.09; memory_gb=6.78; latency_budget_ms=97.9; energy_sensitivity=0.50; edge_locality=0.42,energy-scarcity
workload-004556,78816.38232,LS,2,3.1749,4.1285,315.8713,0.8034,0.39029,42.259,0.6091,0.7517,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=3.17; memory_gb=4.13; latency_budget_ms=42.3; energy_sensitivity=0.61; edge_locality=0.75,energy-scarcity
workload-004557,78827.86579,LS,1,1.9613,0.5626,296.2242,1.8401,0.37261,48.941,0.468,0.9423,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=energy-scarcity; cpu=1.96; memory_gb=0.56; latency_budget_ms=48.9; energy_sensitivity=0.47; edge_locality=0.94,energy-scarcity
workload-004558,78833.21762,LS,2,1.1243,2.5774,112.1165,1.2074,0.31352,55.0778,0.6117,0.9814,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=1.12; memory_gb=2.58; latency_budget_ms=55.1; energy_sensitivity=0.61; edge_locality=0.98,energy-scarcity
workload-004559,78840.39398,TX,2,3.6327,2.0952,450.6819,3.4904,0.19931,103.1212,0.3091,0.3899,transactional service requiring stable latency and low jitter; priority=2; regime=energy-scarcity; cpu=3.63; memory_gb=2.10; latency_budget_ms=103.1; energy_sensitivity=0.31; edge_locality=0.39,energy-scarcity
workload-004560,78848.89696,HB,1,1.9961,9.5236,703.408,3.2544,1.79255,176.4281,0.5271,0.5685,hybrid microservice chain with variable compute and latency demand; priority=1; regime=energy-scarcity; cpu=2.00; memory_gb=9.52; latency_budget_ms=176.4; energy_sensitivity=0.53; edge_locality=0.57,energy-scarcity
workload-004561,78912.94325,TC,2,4.0514,8.1527,958.088,12.8374,3.06671,260.8036,0.8029,0.0546,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=4.05; memory_gb=8.15; latency_budget_ms=260.8; energy_sensitivity=0.80; edge_locality=0.05,energy-scarcity
workload-004562,78913.35653,LS,2,0.9903,2.8662,521.141,0.3767,0.40444,54.06,0.5744,0.9202,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=0.99; memory_gb=2.87; latency_budget_ms=54.1; energy_sensitivity=0.57; edge_locality=0.92,energy-scarcity
workload-004563,78939.02257,LS,2,1.9716,4.0815,202.7376,1.989,0.41829,37.633,0.4619,0.9713,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=1.97; memory_gb=4.08; latency_budget_ms=37.6; energy_sensitivity=0.46; edge_locality=0.97,energy-scarcity
workload-004564,78963.3626,LS,1,2.2605,2.9665,418.4425,0.6174,0.43534,43.1876,0.572,0.9608,latency-sensitive stream requiring edge locality and rapid response; priority=1; regime=energy-scarcity; cpu=2.26; memory_gb=2.97; latency_budget_ms=43.2; energy_sensitivity=0.57; edge_locality=0.96,energy-scarcity
workload-004565,78986.31103,HB,2,4.2262,13.5141,601.3756,9.5747,1.45273,196.1255,0.6542,0.802,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=4.23; memory_gb=13.51; latency_budget_ms=196.1; energy_sensitivity=0.65; edge_locality=0.80,energy-scarcity
workload-004566,79013.52737,TX,1,1.2587,7.0162,71.9073,2.574,0.23547,104.9848,0.4854,0.4081,transactional service requiring stable latency and low jitter; priority=1; regime=energy-scarcity; cpu=1.26; memory_gb=7.02; latency_budget_ms=105.0; energy_sensitivity=0.49; edge_locality=0.41,energy-scarcity
workload-004567,79056.31313,HB,2,2.3482,4.5007,187.062,4.2163,1.13577,125.6348,0.3864,0.6453,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=2.35; memory_gb=4.50; latency_budget_ms=125.6; energy_sensitivity=0.39; edge_locality=0.65,energy-scarcity
workload-004568,79062.07948,TX,2,1.6173,4.5159,361.6457,2.2033,0.6008,94.8141,0.2185,0.5265,transactional service requiring stable latency and low jitter; priority=2; regime=energy-scarcity; cpu=1.62; memory_gb=4.52; latency_budget_ms=94.8; energy_sensitivity=0.22; edge_locality=0.53,energy-scarcity
workload-004569,79066.02428,TC,1,4.866,12.7262,937.5179,17.6414,1.66035,270.9199,0.948,0.2644,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=energy-scarcity; cpu=4.87; memory_gb=12.73; latency_budget_ms=270.9; energy_sensitivity=0.95; edge_locality=0.26,energy-scarcity
workload-004570,79138.16891,TX,2,1.9225,4.3225,412.9575,2.5894,0.42038,108.0198,0.4268,0.5881,transactional service requiring stable latency and low jitter; priority=2; regime=energy-scarcity; cpu=1.92; memory_gb=4.32; latency_budget_ms=108.0; energy_sensitivity=0.43; edge_locality=0.59,energy-scarcity
workload-004571,79139.80359,LS,2,0.927,3.7974,230.227,0.1319,0.41289,56.9768,0.3985,0.8182,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=0.93; memory_gb=3.80; latency_budget_ms=57.0; energy_sensitivity=0.40; edge_locality=0.82,energy-scarcity
workload-004572,79140.26611,LS,3,1.5165,4.4795,639.6332,1.699,0.27272,44.0908,0.6254,0.8939,latency-sensitive stream requiring edge locality and rapid response; priority=3; regime=energy-scarcity; cpu=1.52; memory_gb=4.48; latency_budget_ms=44.1; energy_sensitivity=0.63; edge_locality=0.89,energy-scarcity
workload-004573,79141.77069,HB,2,1.1397,6.9297,665.7414,2.9254,0.84081,160.3165,0.8865,0.5717,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=1.14; memory_gb=6.93; latency_budget_ms=160.3; energy_sensitivity=0.89; edge_locality=0.57,energy-scarcity
workload-004574,79170.90994,TC,1,4.3623,19.6848,853.3749,8.137,2.02279,299.7967,0.7623,0.1652,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=energy-scarcity; cpu=4.36; memory_gb=19.68; latency_budget_ms=299.8; energy_sensitivity=0.76; edge_locality=0.17,energy-scarcity
workload-004575,79190.05808,LS,2,2.4797,1.5563,309.3275,0.2029,0.39368,38.1153,0.5161,0.8974,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=2.48; memory_gb=1.56; latency_budget_ms=38.1; energy_sensitivity=0.52; edge_locality=0.90,energy-scarcity
workload-004576,79208.01417,TX,2,3.6334,7.0104,233.8416,2.8907,0.68793,103.3868,0.4353,0.685,transactional service requiring stable latency and low jitter; priority=2; regime=energy-scarcity; cpu=3.63; memory_gb=7.01; latency_budget_ms=103.4; energy_sensitivity=0.44; edge_locality=0.69,energy-scarcity
workload-004577,79226.69874,HB,1,4.0347,11.1736,757.1718,3.214,1.58807,224.2317,0.8045,0.8029,hybrid microservice chain with variable compute and latency demand; priority=1; regime=energy-scarcity; cpu=4.03; memory_gb=11.17; latency_budget_ms=224.2; energy_sensitivity=0.80; edge_locality=0.80,energy-scarcity
workload-004578,79227.16589,LS,2,1.8447,0.7321,347.2127,1.1738,0.3366,43.4679,0.6155,0.9079,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=1.84; memory_gb=0.73; latency_budget_ms=43.5; energy_sensitivity=0.62; edge_locality=0.91,energy-scarcity
workload-004579,79235.652,HB,1,4.2966,4.7038,554.7497,8.097,1.46728,169.1689,0.412,0.7054,hybrid microservice chain with variable compute and latency demand; priority=1; regime=energy-scarcity; cpu=4.30; memory_gb=4.70; latency_budget_ms=169.2; energy_sensitivity=0.41; edge_locality=0.71,energy-scarcity
workload-004580,79244.67781,TC,1,4.8803,8.2481,735.2122,18.8023,4.24899,333.1195,0.7146,0.2985,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=energy-scarcity; cpu=4.88; memory_gb=8.25; latency_budget_ms=333.1; energy_sensitivity=0.71; edge_locality=0.30,energy-scarcity
workload-004581,79248.969,TC,1,6.7745,17.021,273.7671,13.458,2.59404,310.2153,0.9612,0.1657,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=energy-scarcity; cpu=6.77; memory_gb=17.02; latency_budget_ms=310.2; energy_sensitivity=0.96; edge_locality=0.17,energy-scarcity
workload-004582,79270.72024,TC,2,4.3136,15.1895,427.8864,16.6019,2.58451,338.2221,0.9391,0.0894,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=4.31; memory_gb=15.19; latency_budget_ms=338.2; energy_sensitivity=0.94; edge_locality=0.09,energy-scarcity
workload-004583,79302.0723,HB,2,5.9694,3.8133,363.8101,7.1283,1.16498,244.4866,0.4299,0.4596,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=5.97; memory_gb=3.81; latency_budget_ms=244.5; energy_sensitivity=0.43; edge_locality=0.46,energy-scarcity
workload-004584,79311.98199,HB,2,1.1181,12.4039,626.9662,3.9231,2.45023,85.1996,0.8837,0.8463,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=1.12; memory_gb=12.40; latency_budget_ms=85.2; energy_sensitivity=0.88; edge_locality=0.85,energy-scarcity
workload-004585,79333.87689,HB,2,3.0167,8.2274,209.127,9.2672,1.1553,83.1195,0.5069,0.7529,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=3.02; memory_gb=8.23; latency_budget_ms=83.1; energy_sensitivity=0.51; edge_locality=0.75,energy-scarcity
workload-004586,79358.4242,TC,2,4.1593,20.9192,553.1769,18.2178,0.95704,338.5788,0.7793,0.1519,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=4.16; memory_gb=20.92; latency_budget_ms=338.6; energy_sensitivity=0.78; edge_locality=0.15,energy-scarcity
workload-004587,79363.6934,TC,2,3.4872,15.4286,769.2195,12.783,2.5841,327.8397,0.7753,0.2016,throughput-centric batch workload with high compute and energy sensitivity; priority=2; regime=energy-scarcity; cpu=3.49; memory_gb=15.43; latency_budget_ms=327.8; energy_sensitivity=0.78; edge_locality=0.20,energy-scarcity
workload-004588,79365.62248,LS,2,2.8612,4.6643,567.8098,0.1033,0.09628,45.2209,0.4646,0.8066,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=2.86; memory_gb=4.66; latency_budget_ms=45.2; energy_sensitivity=0.46; edge_locality=0.81,energy-scarcity
workload-004589,79366.63782,HB,2,1.4546,2.2526,317.1482,3.4534,0.51098,248.8703,0.7826,0.4819,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=1.45; memory_gb=2.25; latency_budget_ms=248.9; energy_sensitivity=0.78; edge_locality=0.48,energy-scarcity
workload-004590,79371.39715,LS,2,1.5199,3.4384,386.2131,0.7766,0.16355,40.7737,0.5659,0.843,latency-sensitive stream requiring edge locality and rapid response; priority=2; regime=energy-scarcity; cpu=1.52; memory_gb=3.44; latency_budget_ms=40.8; energy_sensitivity=0.57; edge_locality=0.84,energy-scarcity
workload-004591,79389.68751,HB,3,5.7786,2.9838,660.623,6.2218,0.81394,175.1868,0.6336,0.7995,hybrid microservice chain with variable compute and latency demand; priority=3; regime=energy-scarcity; cpu=5.78; memory_gb=2.98; latency_budget_ms=175.2; energy_sensitivity=0.63; edge_locality=0.80,energy-scarcity
workload-004592,79402.92225,TC,1,7.6792,14.0631,186.2042,19.5297,2.91615,286.7219,0.8123,0.0708,throughput-centric batch workload with high compute and energy sensitivity; priority=1; regime=energy-scarcity; cpu=7.68; memory_gb=14.06; latency_budget_ms=286.7; energy_sensitivity=0.81; edge_locality=0.07,energy-scarcity
workload-004593,79426.66755,TX,3,2.9195,2.047,439.3279,1.0585,0.6367,76.067,0.3627,0.5499,transactional service requiring stable latency and low jitter; priority=3; regime=energy-scarcity; cpu=2.92; memory_gb=2.05; latency_budget_ms=76.1; energy_sensitivity=0.36; edge_locality=0.55,energy-scarcity
workload-004594,79443.22872,TX,1,2.8766,6.3943,195.5168,0.7599,0.67938,118.9964,0.2124,0.2673,transactional service requiring stable latency and low jitter; priority=1; regime=energy-scarcity; cpu=2.88; memory_gb=6.39; latency_budget_ms=119.0; energy_sensitivity=0.21; edge_locality=0.27,energy-scarcity
workload-004595,79451.74996,TX,2,1.431,1.6279,133.4054,2.6782,0.62197,114.2799,0.4504,0.6924,transactional service requiring stable latency and low jitter; priority=2; regime=energy-scarcity; cpu=1.43; memory_gb=1.63; latency_budget_ms=114.3; energy_sensitivity=0.45; edge_locality=0.69,energy-scarcity
workload-004596,79458.44145,HB,2,2.7978,2.7765,233.0602,6.9565,1.32396,152.8426,0.7063,0.5728,hybrid microservice chain with variable compute and latency demand; priority=2; regime=energy-scarcity; cpu=2.80; memory_gb=2.78; latency_budget_ms=152.8; energy_sensitivity=0.71; edge_locality=0.57,energy-scarcity
